Carrier,FlightNo,Destination,DepartTime,Day,Month,FlightLength (min),Delay (min)
AA,333,ORD,Noon-4pm,Tue,May,155,-3
AA,335,ORD,Noon-4pm,Tue,May,160,-7
AA,337,ORD,Noon-4pm,Tue,May,160,-9
AA,341,ORD,4-8pm,Tue,May,160,-10
AA,345,ORD,4-8pm,Tue,May,160,-9
AA,347,ORD,4-8pm,Tue,May,155,-5
AA,363,ORD,4-8pm,Tue,May,155,-9
AA,371,ORD,8-Mid,Tue,May,155,-8
AA,413,MIA,4-8am,Tue,May,185,-9
AA,599,MIA,8-Noon,Tue,May,190,-9
AA,611,BNA,8-Noon,Tue,May,155,-4
AA,701,DFW,4-8am,Tue,May,225,-10
AA,707,DFW,4-8am,Tue,May,230,-4
AA,709,DFW,4-8am,Tue,May,235,14
AA,713,DFW,8-Noon,Tue,May,240,-4
AA,721,DFW,8-Noon,Tue,May,245,-1
AA,731,DFW,8-Noon,Tue,May,240,-9
AA,739,DFW,8-Noon,Tue,May,240,-4
AA,743,DFW,Noon-4pm,Tue,May,235,0
AA,745,DFW,Noon-4pm,Tue,May,240,-10
AA,751,DFW,Noon-4pm,Tue,May,245,-5
AA,753,DFW,Noon-4pm,Tue,May,240,0
AA,759,DFW,Noon-4pm,Tue,May,245,0
AA,763,DFW,4-8pm,Tue,May,250,2
AA,785,DFW,4-8pm,Tue,May,240,-4
AA,787,DFW,4-8pm,Tue,May,240,-8
AA,791,DFW,8-Mid,Tue,May,235,-6
AA,1423,MIA,Noon-4pm,Tue,May,190,-1
AA,1551,BNA,4-8pm,Tue,May,150,11
AA,1559,MIA,4-8pm,Tue,May,195,-6
AA,1685,MIA,4-8am,Tue,May,175,0
AA,1709,MIA,8-Mid,Tue,May,185,-19
AA,1741,BNA,Noon-4pm,Tue,May,150,-5
AA,1757,STL,8-Noon,Tue,May,170,-10
AA,1855,STL,8-Noon,Tue,May,165,-5
AA,2011,MIA,4-8pm,Tue,May,185,5
AA,2015,MIA,8-Noon,Tue,May,190,-5
AA,2019,STL,8-Mid,Tue,May,160,-4
AA,2093,MIA,Noon-4pm,Tue,May,190,-4
AA,2223,STL,4-8pm,Tue,May,175,-4
AA,2255,MIA,4-8am,Tue,May,175,-5
AA,301,ORD,4-8am,Wed,May,140,-8
AA,303,ORD,4-8am,Wed,May,145,-5
AA,305,ORD,4-8am,Wed,May,145,1
AA,309,ORD,8-Noon,Wed,May,145,-7
AA,313,ORD,8-Noon,Wed,May,155,-8
AA,319,ORD,8-Noon,Wed,May,150,16
AA,321,ORD,8-Noon,Wed,May,155,-5
AA,327,ORD,Noon-4pm,Wed,May,155,13
AA,329,ORD,Noon-4pm,Wed,May,150,53
AA,333,ORD,Noon-4pm,Wed,May,155,58
AA,335,ORD,Noon-4pm,Wed,May,160,0
AA,337,ORD,Noon-4pm,Wed,May,160,47
AA,341,ORD,4-8pm,Wed,May,160,96
AA,345,ORD,4-8pm,Wed,May,160,0
AA,347,ORD,4-8pm,Wed,May,155,32
AA,363,ORD,4-8pm,Wed,May,155,19
AA,371,ORD,8-Mid,Wed,May,155,-5
AA,413,MIA,4-8am,Wed,May,185,-7
AA,599,MIA,8-Noon,Wed,May,190,-4
AA,611,BNA,8-Noon,Wed,May,155,-7
AA,701,DFW,4-8am,Wed,May,225,-7
AA,707,DFW,4-8am,Wed,May,230,-4
AA,709,DFW,4-8am,Wed,May,235,0
AA,713,DFW,8-Noon,Wed,May,240,-3
AA,721,DFW,8-Noon,Wed,May,245,-7
AA,731,DFW,8-Noon,Wed,May,240,-2
AA,739,DFW,8-Noon,Wed,May,240,-2
AA,743,DFW,Noon-4pm,Wed,May,235,-5
AA,745,DFW,Noon-4pm,Wed,May,240,-9
AA,751,DFW,Noon-4pm,Wed,May,245,-7
AA,753,DFW,Noon-4pm,Wed,May,240,-10
AA,759,DFW,Noon-4pm,Wed,May,245,-4
AA,763,DFW,4-8pm,Wed,May,250,-2
AA,785,DFW,4-8pm,Wed,May,240,-3
AA,787,DFW,4-8pm,Wed,May,240,-11
AA,791,DFW,8-Mid,Wed,May,235,-17
AA,1423,MIA,Noon-4pm,Wed,May,190,-1
AA,1551,BNA,4-8pm,Wed,May,150,17
AA,1559,MIA,4-8pm,Wed,May,195,153
AA,1685,MIA,4-8am,Wed,May,175,0
AA,1709,MIA,8-Mid,Wed,May,185,-9
AA,1741,BNA,Noon-4pm,Wed,May,150,-5
AA,1757,STL,8-Noon,Wed,May,170,-10
AA,1855,STL,8-Noon,Wed,May,165,-5
AA,2011,MIA,4-8pm,Wed,May,185,0
AA,2015,MIA,8-Noon,Wed,May,190,-8
AA,2019,STL,8-Mid,Wed,May,160,0
AA,2093,MIA,Noon-4pm,Wed,May,190,-6
AA,2223,STL,4-8pm,Wed,May,175,-2
AA,2255,MIA,4-8am,Wed,May,175,-6
AA,301,ORD,4-8am,Thu,May,140,-5
AA,303,ORD,4-8am,Thu,May,145,0
AA,305,ORD,4-8am,Thu,May,145,-1
AA,309,ORD,8-Noon,Thu,May,145,0
AA,313,ORD,8-Noon,Thu,May,155,-2
AA,319,ORD,8-Noon,Thu,May,150,-7
AA,321,ORD,8-Noon,Thu,May,155,-1
AA,327,ORD,Noon-4pm,Thu,May,155,125
AA,329,ORD,Noon-4pm,Thu,May,150,17
AA,333,ORD,Noon-4pm,Thu,May,155,-2
AA,335,ORD,Noon-4pm,Thu,May,160,24
AA,337,ORD,Noon-4pm,Thu,May,160,10
AA,341,ORD,4-8pm,Thu,May,160,-2
AA,345,ORD,4-8pm,Thu,May,160,82
AA,347,ORD,4-8pm,Thu,May,155,125
AA,363,ORD,4-8pm,Thu,May,155,112
AA,371,ORD,8-Mid,Thu,May,155,94
AA,413,MIA,4-8am,Thu,May,185,-6
AA,599,MIA,8-Noon,Thu,May,190,-10
AA,611,BNA,8-Noon,Thu,May,155,-6
AA,701,DFW,4-8am,Thu,May,225,-4
AA,707,DFW,4-8am,Thu,May,230,-3
AA,709,DFW,4-8am,Thu,May,235,-5
AA,713,DFW,8-Noon,Thu,May,240,-6
AA,721,DFW,8-Noon,Thu,May,245,21
AA,731,DFW,8-Noon,Thu,May,240,104
AA,739,DFW,8-Noon,Thu,May,240,77
AA,743,DFW,Noon-4pm,Thu,May,235,61
AA,745,DFW,Noon-4pm,Thu,May,240,0
AA,751,DFW,Noon-4pm,Thu,May,245,0
AA,753,DFW,Noon-4pm,Thu,May,240,31
AA,759,DFW,Noon-4pm,Thu,May,245,27
AA,763,DFW,4-8pm,Thu,May,250,37
AA,785,DFW,4-8pm,Thu,May,240,0
AA,787,DFW,4-8pm,Thu,May,240,-12
AA,791,DFW,8-Mid,Thu,May,235,74
AA,1423,MIA,Noon-4pm,Thu,May,190,51
AA,1551,BNA,4-8pm,Thu,May,150,46
AA,1559,MIA,4-8pm,Thu,May,195,27
AA,1685,MIA,4-8am,Thu,May,175,14
AA,1709,MIA,8-Mid,Thu,May,185,57
AA,1741,BNA,Noon-4pm,Thu,May,150,-8
AA,1757,STL,8-Noon,Thu,May,170,-1
AA,1855,STL,8-Noon,Thu,May,165,-2
AA,2011,MIA,4-8pm,Thu,May,185,85
AA,2015,MIA,8-Noon,Thu,May,190,-6
AA,2019,STL,8-Mid,Thu,May,160,235
AA,2093,MIA,Noon-4pm,Thu,May,190,-4
AA,2223,STL,4-8pm,Thu,May,175,13
AA,2255,MIA,4-8am,Thu,May,175,-2
AA,301,ORD,4-8am,Fri,May,140,-2
AA,303,ORD,4-8am,Fri,May,145,-1
AA,305,ORD,4-8am,Fri,May,145,-2
AA,309,ORD,8-Noon,Fri,May,145,-5
AA,313,ORD,8-Noon,Fri,May,155,-2
AA,319,ORD,8-Noon,Fri,May,150,43
AA,321,ORD,8-Noon,Fri,May,155,28
AA,327,ORD,Noon-4pm,Fri,May,155,75
AA,329,ORD,Noon-4pm,Fri,May,150,52
AA,333,ORD,Noon-4pm,Fri,May,155,73
AA,335,ORD,Noon-4pm,Fri,May,160,77
AA,337,ORD,Noon-4pm,Fri,May,160,67
AA,341,ORD,4-8pm,Fri,May,160,78
AA,345,ORD,4-8pm,Fri,May,160,0
AA,347,ORD,4-8pm,Fri,May,155,124
AA,363,ORD,4-8pm,Fri,May,155,0
AA,371,ORD,8-Mid,Fri,May,155,20
AA,413,MIA,4-8am,Fri,May,185,-5
AA,599,MIA,8-Noon,Fri,May,190,22
AA,611,BNA,8-Noon,Fri,May,155,-5
AA,701,DFW,4-8am,Fri,May,225,18
AA,707,DFW,4-8am,Fri,May,230,-4
AA,709,DFW,4-8am,Fri,May,235,-7
AA,713,DFW,8-Noon,Fri,May,240,-4
AA,721,DFW,8-Noon,Fri,May,245,24
AA,731,DFW,8-Noon,Fri,May,240,13
AA,739,DFW,8-Noon,Fri,May,240,-1
AA,743,DFW,Noon-4pm,Fri,May,235,-1
AA,745,DFW,Noon-4pm,Fri,May,240,9
AA,751,DFW,Noon-4pm,Fri,May,245,-2
AA,753,DFW,Noon-4pm,Fri,May,240,69
AA,759,DFW,Noon-4pm,Fri,May,245,51
AA,763,DFW,4-8pm,Fri,May,250,-1
AA,785,DFW,4-8pm,Fri,May,240,4
AA,787,DFW,4-8pm,Fri,May,240,26
AA,791,DFW,8-Mid,Fri,May,235,29
AA,1423,MIA,Noon-4pm,Fri,May,190,-4
AA,1551,BNA,4-8pm,Fri,May,150,53
AA,1559,MIA,4-8pm,Fri,May,195,92
AA,1685,MIA,4-8am,Fri,May,175,-2
AA,1709,MIA,8-Mid,Fri,May,185,58
AA,1741,BNA,Noon-4pm,Fri,May,150,33
AA,1757,STL,8-Noon,Fri,May,170,60
AA,1855,STL,8-Noon,Fri,May,165,-6
AA,2011,MIA,4-8pm,Fri,May,185,42
AA,2015,MIA,8-Noon,Fri,May,190,-8
AA,2019,STL,8-Mid,Fri,May,160,17
AA,2093,MIA,Noon-4pm,Fri,May,190,6
AA,2223,STL,4-8pm,Fri,May,175,-3
AA,2255,MIA,4-8am,Fri,May,175,-3
AA,301,ORD,4-8am,Sat,May,140,-4
AA,303,ORD,4-8am,Sat,May,145,-5
AA,305,ORD,4-8am,Sat,May,145,-7
AA,309,ORD,8-Noon,Sat,May,145,64
AA,313,ORD,8-Noon,Sat,May,155,-2
AA,319,ORD,8-Noon,Sat,May,150,-5
AA,327,ORD,Noon-4pm,Sat,May,155,-7
AA,333,ORD,Noon-4pm,Sat,May,155,-3
AA,335,ORD,Noon-4pm,Sat,May,160,-6
AA,345,ORD,4-8pm,Sat,May,160,-5
AA,363,ORD,4-8pm,Sat,May,155,44
AA,413,MIA,4-8am,Sat,May,185,-3
AA,599,MIA,8-Noon,Sat,May,190,-5
AA,611,BNA,8-Noon,Sat,May,155,-7
AA,707,DFW,4-8am,Sat,May,230,-5
AA,709,DFW,4-8am,Sat,May,235,14
AA,713,DFW,8-Noon,Sat,May,240,43
AA,721,DFW,8-Noon,Sat,May,245,-1
AA,731,DFW,8-Noon,Sat,May,240,1
AA,743,DFW,Noon-4pm,Sat,May,235,2
AA,745,DFW,Noon-4pm,Sat,May,240,35
AA,751,DFW,Noon-4pm,Sat,May,245,-2
AA,759,DFW,Noon-4pm,Sat,May,245,-5
AA,763,DFW,4-8pm,Sat,May,250,-6
AA,785,DFW,4-8pm,Sat,May,240,-5
AA,787,DFW,4-8pm,Sat,May,240,-7
AA,1423,MIA,Noon-4pm,Sat,May,190,106
AA,1559,MIA,4-8pm,Sat,May,195,-7
AA,1685,MIA,4-8am,Sat,May,175,-1
AA,1709,MIA,8-Mid,Sat,May,185,-10
AA,1741,BNA,Noon-4pm,Sat,May,150,-4
AA,1757,STL,8-Noon,Sat,May,170,-5
AA,2011,MIA,4-8pm,Sat,May,185,-8
AA,2015,MIA,8-Noon,Sat,May,190,80
AA,2093,MIA,Noon-4pm,Sat,May,190,2
AA,2223,STL,4-8pm,Sat,May,175,6
AA,2255,MIA,4-8am,Sat,May,175,-1
AA,301,ORD,4-8am,Sun,May,140,-9
AA,305,ORD,4-8am,Sun,May,145,-4
AA,309,ORD,8-Noon,Sun,May,145,-2
AA,313,ORD,8-Noon,Sun,May,155,-4
AA,319,ORD,8-Noon,Sun,May,150,-3
AA,321,ORD,8-Noon,Sun,May,155,-3
AA,327,ORD,Noon-4pm,Sun,May,155,-2
AA,329,ORD,Noon-4pm,Sun,May,150,-2
AA,333,ORD,Noon-4pm,Sun,May,155,-3
AA,335,ORD,Noon-4pm,Sun,May,160,-3
AA,337,ORD,Noon-4pm,Sun,May,160,-6
AA,341,ORD,4-8pm,Sun,May,160,-7
AA,345,ORD,4-8pm,Sun,May,160,-1
AA,347,ORD,4-8pm,Sun,May,155,-3
AA,363,ORD,4-8pm,Sun,May,155,-15
AA,371,ORD,8-Mid,Sun,May,155,-7
AA,413,MIA,4-8am,Sun,May,185,-2
AA,599,MIA,8-Noon,Sun,May,190,-6
AA,611,BNA,8-Noon,Sun,May,155,-9
AA,707,DFW,4-8am,Sun,May,230,-5
AA,709,DFW,4-8am,Sun,May,235,-6
AA,713,DFW,8-Noon,Sun,May,240,-2
AA,721,DFW,8-Noon,Sun,May,245,-6
AA,731,DFW,8-Noon,Sun,May,240,-4
AA,743,DFW,Noon-4pm,Sun,May,235,6
AA,745,DFW,Noon-4pm,Sun,May,240,-5
AA,751,DFW,Noon-4pm,Sun,May,245,-4
AA,753,DFW,Noon-4pm,Sun,May,240,-7
AA,759,DFW,Noon-4pm,Sun,May,245,52
AA,763,DFW,4-8pm,Sun,May,250,-6
AA,785,DFW,4-8pm,Sun,May,240,-6
AA,787,DFW,4-8pm,Sun,May,240,-8
AA,1423,MIA,Noon-4pm,Sun,May,190,-3
AA,1551,BNA,4-8pm,Sun,May,150,-9
AA,1559,MIA,4-8pm,Sun,May,195,19
AA,1685,MIA,4-8am,Sun,May,175,-5
AA,1709,MIA,8-Mid,Sun,May,185,693
AA,1741,BNA,Noon-4pm,Sun,May,150,-11
AA,1757,STL,8-Noon,Sun,May,170,-9
AA,1855,STL,8-Noon,Sun,May,165,-10
AA,2011,MIA,4-8pm,Sun,May,185,-5
AA,2015,MIA,8-Noon,Sun,May,190,28
AA,2019,STL,8-Mid,Sun,May,160,-6
AA,2093,MIA,Noon-4pm,Sun,May,190,346
AA,2223,STL,4-8pm,Sun,May,175,-8
AA,2255,MIA,4-8am,Sun,May,175,-3
AA,301,ORD,4-8am,Mon,May,140,-3
AA,303,ORD,4-8am,Mon,May,145,-1
AA,305,ORD,4-8am,Mon,May,145,-1
AA,309,ORD,8-Noon,Mon,May,145,-6
AA,313,ORD,8-Noon,Mon,May,155,-7
AA,319,ORD,8-Noon,Mon,May,150,-6
AA,321,ORD,8-Noon,Mon,May,155,-5
AA,327,ORD,Noon-4pm,Mon,May,155,-5
AA,329,ORD,Noon-4pm,Mon,May,150,-7
AA,333,ORD,Noon-4pm,Mon,May,155,-8
AA,335,ORD,Noon-4pm,Mon,May,160,-7
AA,337,ORD,Noon-4pm,Mon,May,160,-5
AA,341,ORD,4-8pm,Mon,May,160,-9
AA,345,ORD,4-8pm,Mon,May,160,-7
AA,347,ORD,4-8pm,Mon,May,155,0
AA,363,ORD,4-8pm,Mon,May,155,-2
AA,371,ORD,8-Mid,Mon,May,155,-9
AA,413,MIA,4-8am,Mon,May,185,-4
AA,599,MIA,8-Noon,Mon,May,190,-5
AA,611,BNA,8-Noon,Mon,May,155,-9
AA,701,DFW,4-8am,Mon,May,225,-6
AA,707,DFW,4-8am,Mon,May,230,2
AA,709,DFW,4-8am,Mon,May,235,-6
AA,713,DFW,8-Noon,Mon,May,240,-7
AA,721,DFW,8-Noon,Mon,May,245,-2
AA,731,DFW,8-Noon,Mon,May,240,-7
AA,739,DFW,8-Noon,Mon,May,240,-6
AA,743,DFW,Noon-4pm,Mon,May,235,-6
AA,745,DFW,Noon-4pm,Mon,May,240,-3
AA,751,DFW,Noon-4pm,Mon,May,245,-7
AA,753,DFW,Noon-4pm,Mon,May,240,-10
AA,759,DFW,Noon-4pm,Mon,May,245,-1
AA,763,DFW,4-8pm,Mon,May,250,-5
AA,785,DFW,4-8pm,Mon,May,240,-4
AA,787,DFW,4-8pm,Mon,May,240,-12
AA,791,DFW,8-Mid,Mon,May,235,-12
AA,1423,MIA,Noon-4pm,Mon,May,190,2
AA,1551,BNA,4-8pm,Mon,May,150,-9
AA,1559,MIA,4-8pm,Mon,May,195,0
AA,1685,MIA,4-8am,Mon,May,175,0
AA,1709,MIA,8-Mid,Mon,May,185,-6
AA,1741,BNA,Noon-4pm,Mon,May,150,-7
AA,1757,STL,8-Noon,Mon,May,170,-8
AA,1855,STL,8-Noon,Mon,May,165,-4
AA,2011,MIA,4-8pm,Mon,May,185,-11
AA,2015,MIA,8-Noon,Mon,May,190,-8
AA,2019,STL,8-Mid,Mon,May,160,-5
AA,2093,MIA,Noon-4pm,Mon,May,190,-2
AA,2223,STL,4-8pm,Mon,May,175,-5
AA,2255,MIA,4-8am,Mon,May,175,-1
AA,301,ORD,4-8am,Tue,May,140,-7
AA,303,ORD,4-8am,Tue,May,145,-5
AA,305,ORD,4-8am,Tue,May,145,-5
AA,309,ORD,8-Noon,Tue,May,145,-8
AA,313,ORD,8-Noon,Tue,May,155,-9
AA,319,ORD,8-Noon,Tue,May,150,-6
AA,321,ORD,8-Noon,Tue,May,155,-6
AA,327,ORD,Noon-4pm,Tue,May,155,-5
AA,329,ORD,Noon-4pm,Tue,May,150,-8
AA,333,ORD,Noon-4pm,Tue,May,155,-5
AA,335,ORD,Noon-4pm,Tue,May,160,0
AA,337,ORD,Noon-4pm,Tue,May,160,21
AA,341,ORD,4-8pm,Tue,May,160,-4
AA,345,ORD,4-8pm,Tue,May,160,-9
AA,347,ORD,4-8pm,Tue,May,155,-8
AA,363,ORD,4-8pm,Tue,May,155,-7
AA,371,ORD,8-Mid,Tue,May,155,0
AA,413,MIA,4-8am,Tue,May,185,-5
AA,599,MIA,8-Noon,Tue,May,190,8
AA,611,BNA,8-Noon,Tue,May,155,-8
AA,701,DFW,4-8am,Tue,May,225,-5
AA,707,DFW,4-8am,Tue,May,230,-7
AA,709,DFW,4-8am,Tue,May,235,-4
AA,713,DFW,8-Noon,Tue,May,240,-7
AA,721,DFW,8-Noon,Tue,May,245,-3
AA,731,DFW,8-Noon,Tue,May,240,-6
AA,739,DFW,8-Noon,Tue,May,240,-6
AA,743,DFW,Noon-4pm,Tue,May,235,-4
AA,745,DFW,Noon-4pm,Tue,May,240,-8
AA,751,DFW,Noon-4pm,Tue,May,245,-6
AA,753,DFW,Noon-4pm,Tue,May,240,-7
AA,759,DFW,Noon-4pm,Tue,May,245,-2
AA,763,DFW,4-8pm,Tue,May,250,-3
AA,785,DFW,4-8pm,Tue,May,240,-2
AA,787,DFW,4-8pm,Tue,May,240,-6
AA,791,DFW,8-Mid,Tue,May,235,-9
AA,1423,MIA,Noon-4pm,Tue,May,190,3
AA,1551,BNA,4-8pm,Tue,May,150,-4
AA,1559,MIA,4-8pm,Tue,May,195,-4
AA,1685,MIA,4-8am,Tue,May,175,-6
AA,1709,MIA,8-Mid,Tue,May,185,-15
AA,1741,BNA,Noon-4pm,Tue,May,150,-5
AA,1757,STL,8-Noon,Tue,May,170,-5
AA,1855,STL,8-Noon,Tue,May,165,-7
AA,2011,MIA,4-8pm,Tue,May,185,5
AA,2015,MIA,8-Noon,Tue,May,190,0
AA,2019,STL,8-Mid,Tue,May,160,-8
AA,2093,MIA,Noon-4pm,Tue,May,190,-7
AA,2223,STL,4-8pm,Tue,May,175,-6
AA,2255,MIA,4-8am,Tue,May,175,-6
AA,301,ORD,4-8am,Wed,May,140,-7
AA,303,ORD,4-8am,Wed,May,145,-6
AA,305,ORD,4-8am,Wed,May,145,-6
AA,309,ORD,8-Noon,Wed,May,145,-5
AA,313,ORD,8-Noon,Wed,May,155,-3
AA,319,ORD,8-Noon,Wed,May,150,-7
AA,321,ORD,8-Noon,Wed,May,155,-9
AA,327,ORD,Noon-4pm,Wed,May,155,-8
AA,329,ORD,Noon-4pm,Wed,May,150,-2
AA,333,ORD,Noon-4pm,Wed,May,155,-5
AA,335,ORD,Noon-4pm,Wed,May,160,-8
AA,337,ORD,Noon-4pm,Wed,May,160,-8
AA,341,ORD,4-8pm,Wed,May,160,-10
AA,345,ORD,4-8pm,Wed,May,160,-6
AA,347,ORD,4-8pm,Wed,May,155,24
AA,363,ORD,4-8pm,Wed,May,155,-8
AA,371,ORD,8-Mid,Wed,May,155,0
AA,413,MIA,4-8am,Wed,May,185,5
AA,599,MIA,8-Noon,Wed,May,190,-8
AA,611,BNA,8-Noon,Wed,May,155,-7
AA,701,DFW,4-8am,Wed,May,225,-4
AA,707,DFW,4-8am,Wed,May,230,-5
AA,709,DFW,4-8am,Wed,May,235,-6
AA,713,DFW,8-Noon,Wed,May,240,-4
AA,721,DFW,8-Noon,Wed,May,245,-7
AA,731,DFW,8-Noon,Wed,May,240,-2
AA,739,DFW,8-Noon,Wed,May,240,-3
AA,743,DFW,Noon-4pm,Wed,May,235,-1
AA,745,DFW,Noon-4pm,Wed,May,240,-8
AA,751,DFW,Noon-4pm,Wed,May,245,-4
AA,753,DFW,Noon-4pm,Wed,May,240,-7
AA,759,DFW,Noon-4pm,Wed,May,245,-8
AA,763,DFW,4-8pm,Wed,May,250,-5
AA,785,DFW,4-8pm,Wed,May,240,3
AA,787,DFW,4-8pm,Wed,May,240,-8
AA,791,DFW,8-Mid,Wed,May,235,28
AA,1423,MIA,Noon-4pm,Wed,May,190,-2
AA,1551,BNA,4-8pm,Wed,May,150,4
AA,1559,MIA,4-8pm,Wed,May,195,-3
AA,1685,MIA,4-8am,Wed,May,175,0
AA,1709,MIA,8-Mid,Wed,May,185,-5
AA,1741,BNA,Noon-4pm,Wed,May,150,-8
AA,1757,STL,8-Noon,Wed,May,170,-7
AA,1855,STL,8-Noon,Wed,May,165,-7
AA,2011,MIA,4-8pm,Wed,May,185,-9
AA,2015,MIA,8-Noon,Wed,May,190,0
AA,2019,STL,8-Mid,Wed,May,160,-15
AA,2093,MIA,Noon-4pm,Wed,May,190,-11
AA,2223,STL,4-8pm,Wed,May,175,-8
AA,2255,MIA,4-8am,Wed,May,175,-4
AA,301,ORD,4-8am,Thu,May,140,-4
AA,303,ORD,4-8am,Thu,May,145,-5
AA,305,ORD,4-8am,Thu,May,145,-2
AA,309,ORD,8-Noon,Thu,May,145,0
AA,313,ORD,8-Noon,Thu,May,155,-8
AA,319,ORD,8-Noon,Thu,May,150,0
AA,321,ORD,8-Noon,Thu,May,155,26
AA,327,ORD,Noon-4pm,Thu,May,155,-1
AA,329,ORD,Noon-4pm,Thu,May,150,-12
AA,333,ORD,Noon-4pm,Thu,May,155,-5
AA,335,ORD,Noon-4pm,Thu,May,160,-6
AA,337,ORD,Noon-4pm,Thu,May,160,-3
AA,341,ORD,4-8pm,Thu,May,160,-8
AA,345,ORD,4-8pm,Thu,May,160,-12
AA,347,ORD,4-8pm,Thu,May,155,-5
AA,363,ORD,4-8pm,Thu,May,155,-7
AA,371,ORD,8-Mid,Thu,May,155,-2
AA,413,MIA,4-8am,Thu,May,185,-2
AA,599,MIA,8-Noon,Thu,May,190,-8
AA,611,BNA,8-Noon,Thu,May,155,-10
AA,701,DFW,4-8am,Thu,May,225,-4
AA,707,DFW,4-8am,Thu,May,230,-5
AA,709,DFW,4-8am,Thu,May,235,-1
AA,713,DFW,8-Noon,Thu,May,240,-1
AA,721,DFW,8-Noon,Thu,May,245,-7
AA,731,DFW,8-Noon,Thu,May,240,-4
AA,739,DFW,8-Noon,Thu,May,240,536
AA,743,DFW,Noon-4pm,Thu,May,235,-5
AA,745,DFW,Noon-4pm,Thu,May,240,32
AA,751,DFW,Noon-4pm,Thu,May,245,-2
AA,753,DFW,Noon-4pm,Thu,May,240,-9
AA,759,DFW,Noon-4pm,Thu,May,245,0
AA,763,DFW,4-8pm,Thu,May,250,-7
AA,785,DFW,4-8pm,Thu,May,240,3
AA,787,DFW,4-8pm,Thu,May,240,-5
AA,791,DFW,8-Mid,Thu,May,235,-12
AA,1423,MIA,Noon-4pm,Thu,May,190,-6
AA,1551,BNA,4-8pm,Thu,May,150,-10
AA,1559,MIA,4-8pm,Thu,May,195,-1
AA,1685,MIA,4-8am,Thu,May,175,-7
AA,1709,MIA,8-Mid,Thu,May,185,-8
AA,1741,BNA,Noon-4pm,Thu,May,150,-10
AA,1757,STL,8-Noon,Thu,May,170,-7
AA,1855,STL,8-Noon,Thu,May,165,-7
AA,2011,MIA,4-8pm,Thu,May,185,1
AA,2015,MIA,8-Noon,Thu,May,190,-3
AA,2019,STL,8-Mid,Thu,May,160,-6
AA,2093,MIA,Noon-4pm,Thu,May,190,-7
AA,2223,STL,4-8pm,Thu,May,175,35
AA,2255,MIA,4-8am,Thu,May,175,-4
AA,301,ORD,4-8am,Fri,May,140,-5
AA,303,ORD,4-8am,Fri,May,145,-3
AA,305,ORD,4-8am,Fri,May,145,1
AA,309,ORD,8-Noon,Fri,May,145,-4
AA,313,ORD,8-Noon,Fri,May,155,-3
AA,319,ORD,8-Noon,Fri,May,150,-1
AA,321,ORD,8-Noon,Fri,May,155,-5
AA,327,ORD,Noon-4pm,Fri,May,155,-3
AA,329,ORD,Noon-4pm,Fri,May,150,-6
AA,333,ORD,Noon-4pm,Fri,May,155,-7
AA,335,ORD,Noon-4pm,Fri,May,160,-7
AA,337,ORD,Noon-4pm,Fri,May,160,-5
AA,341,ORD,4-8pm,Fri,May,160,-3
AA,345,ORD,4-8pm,Fri,May,160,-6
AA,347,ORD,4-8pm,Fri,May,155,22
AA,363,ORD,4-8pm,Fri,May,155,-12
AA,371,ORD,8-Mid,Fri,May,155,-7
AA,413,MIA,4-8am,Fri,May,185,-5
AA,599,MIA,8-Noon,Fri,May,190,-5
AA,611,BNA,8-Noon,Fri,May,155,-3
AA,701,DFW,4-8am,Fri,May,225,-4
AA,707,DFW,4-8am,Fri,May,230,-2
AA,709,DFW,4-8am,Fri,May,235,-3
AA,713,DFW,8-Noon,Fri,May,240,-3
AA,721,DFW,8-Noon,Fri,May,245,3
AA,731,DFW,8-Noon,Fri,May,240,-3
AA,739,DFW,8-Noon,Fri,May,240,-4
AA,743,DFW,Noon-4pm,Fri,May,235,-4
AA,745,DFW,Noon-4pm,Fri,May,240,0
AA,751,DFW,Noon-4pm,Fri,May,245,0
AA,753,DFW,Noon-4pm,Fri,May,240,-8
AA,759,DFW,Noon-4pm,Fri,May,245,1
AA,763,DFW,4-8pm,Fri,May,250,-6
AA,785,DFW,4-8pm,Fri,May,240,-4
AA,787,DFW,4-8pm,Fri,May,240,-4
AA,791,DFW,8-Mid,Fri,May,235,-15
AA,1423,MIA,Noon-4pm,Fri,May,190,29
AA,1551,BNA,4-8pm,Fri,May,150,-2
AA,1559,MIA,4-8pm,Fri,May,195,129
AA,1685,MIA,4-8am,Fri,May,175,-5
AA,1709,MIA,8-Mid,Fri,May,185,36
AA,1741,BNA,Noon-4pm,Fri,May,150,-7
AA,1757,STL,8-Noon,Fri,May,170,-6
AA,1855,STL,8-Noon,Fri,May,165,0
AA,2011,MIA,4-8pm,Fri,May,185,47
AA,2015,MIA,8-Noon,Fri,May,190,0
AA,2019,STL,8-Mid,Fri,May,160,-7
AA,2093,MIA,Noon-4pm,Fri,May,190,-11
AA,2223,STL,4-8pm,Fri,May,175,-8
AA,2255,MIA,4-8am,Fri,May,175,1
AA,301,ORD,4-8am,Sat,May,140,5
AA,303,ORD,4-8am,Sat,May,145,-8
AA,305,ORD,4-8am,Sat,May,145,-4
AA,309,ORD,8-Noon,Sat,May,145,-7
AA,313,ORD,8-Noon,Sat,May,155,-4
AA,319,ORD,8-Noon,Sat,May,150,-4
AA,327,ORD,Noon-4pm,Sat,May,155,-5
